	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group	strand
6068	ENCFF281BWX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6069	RNA:aortic smooth muscle cell male adult (21 years) and male adult (54 years)	rna	encode	encode-rna	+
6070	ENCFF168OLY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6071	RNA:bladder microvascular endothelial cell male adult (46 years) and male adult (60 years)	rna	encode	encode-rna	+
6072	ENCFF442VHH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6073	RNA:smooth muscle cell of bladder female adult (53 years) and male adult (62 years)	rna	encode	encode-rna	+
6074	ENCFF153YEN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6075	RNA:bronchial epithelial cell female adult (40 years) and male adult (68 years)	rna	encode	encode-rna	+
6076	ENCFF383NTW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6077	RNA:bronchial smooth muscle cell male adult (52 years) and male adult (59 years)	rna	encode	encode-rna	+
6078	ENCFF226UWU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6079	RNA:endothelial cell of coronary artery female adult (41 years) and male adult (77 years)	rna	encode	encode-rna	+
6080	ENCFF537AIY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6081	RNA:smooth muscle cell of the coronary artery female adult (53 years) and male adult (55 years)	rna	encode	encode-rna	+
6082	ENCFF263MKB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6083	RNA:regular cardiac myocyte female adult (51 years) and male adult (48 years)	rna	encode	encode-rna	+
6084	ENCFF366CCB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6085	RNA:dermis blood vessel endothelial cell female child (16 years) and male child (13 years)	rna	encode	encode-rna	+
6086	ENCFF805UDX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6087	RNA:dermis lymphatic vessel endothelial cell female adult (45 years) and male child (6 years)	rna	encode	encode-rna	+
6088	ENCFF079OMS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6089	RNA:dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years)	rna	encode	encode-rna	+
6090	ENCFF114NWW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6091	RNA:nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa female adult (70 years) and male adult (46 years)	rna	encode	encode-rna	+
6092	ENCFF520FAO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6093	RNA:pulmonary artery endothelial cell male adult (23 years) and male adult (52 years)	rna	encode	encode-rna	+
6094	ENCFF679XSO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6095	RNA:smooth muscle cell of the pulmonary artery male adult (26 years) and male adult (28 years)	rna	encode	encode-rna	+
6096	ENCFF556PAF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6097	RNA:fibroblast of lung female adult (83 years) and male adult (23 years)	rna	encode	encode-rna	+
6098	ENCFF618FQK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6099	RNA:lung microvascular endothelial cell female adult (55 years) and male adult (63 years)	rna	encode	encode-rna	+
6100	ENCFF818OXF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6101	RNA:renal cortical epithelial cell female adult (69 years) and male adult (84 years)	rna	encode	encode-rna	+
6102	ENCFF520NFI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6103	RNA:tracheal epithelial cell male adult (21 years) and male adult (68 years)	rna	encode	encode-rna	+
6104	ENCFF749ZJH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6105	RNA:smooth muscle cell of trachea male adult (28 years) and male adult (56 years)	rna	encode	encode-rna	+
6106	ENCFF572FWT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6107	RNA:epithelial cell of umbilical artery female newborn and male newborn	rna	encode	encode-rna	+
6108	ENCFF096HEZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6109	RNA:smooth muscle cell of the umbilical artery female newborn and male newborn	rna	encode	encode-rna	+
6110	ENCFF360EXL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6111	RNA:uterine smooth muscle cell female adult (48 years) and female adult (50 years)	rna	encode	encode-rna	+
6112	ENCFF470BSF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6113	RNA:GM12878	rna	encode	encode-rna	+
6114	ENCFF617ZDV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6115	RNA:GM12878	rna	encode	encode-rna	+
6116	ENCFF993POP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6117	RNA:GM12878	rna	encode	encode-rna	+
6118	ENCFF678ITA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6119	RNA:GM12878	rna	encode	encode-rna	+
6120	ENCFF812WIL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6120	RNA:GM12878	rna	encode	encode-rna	.
6121	ENCFF142WGV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6121	RNA:GM12878	rna	encode	encode-rna	.
6122	ENCFF980ZHM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6123	RNA:K562	rna	encode	encode-rna	+
6124	ENCFF132DVY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6125	RNA:K562	rna	encode	encode-rna	+
6126	ENCFF919EXM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6127	RNA:K562	rna	encode	encode-rna	+
6128	ENCFF552CYS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6129	RNA:K562	rna	encode	encode-rna	+
6130	ENCFF991BRF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6130	RNA:K562	rna	encode	encode-rna	.
6131	ENCFF769VLM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6131	RNA:K562	rna	encode	encode-rna	.
6132	ENCFF945UHI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6133	RNA:liver tissue female child (6 years) and with nonobstructive coronary artery disease; liver tissue male adult (32 years)	rna	encode	encode-rna	+
6134	ENCFF775XPO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6135	RNA:urinary bladder tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna	+
6136	ENCFF638TDD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6137	RNA:cerebellum tissue female embryo (19 weeks) and female embryo (37 weeks)	rna	encode	encode-rna	+
6138	ENCFF355IUO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6139	RNA:diencephalon tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6140	ENCFF217HQN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6141	RNA:frontal cortex tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6142	ENCFF454SXU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6143	RNA:heart tissue female embryo (19 weeks) and female embryo (28 weeks)	rna	encode	encode-rna	+
6144	ENCFF367PUX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6145	RNA:metanephros tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna	+
6146	ENCFF630VID+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6147	RNA:liver tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6148	ENCFF892OBT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6149	RNA:lung tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna	+
6150	ENCFF537TSF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6151	RNA:occipital lobe tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6152	ENCFF470OAY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6153	RNA:parietal lobe tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6154	ENCFF285OHV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6155	RNA:skeletal muscle tissue tissue female embryo (19 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6156	ENCFF198TLM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6157	RNA:skin of body tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6158	ENCFF768YRQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6159	RNA:spinal cord tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna	+
6160	ENCFF718MVN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6161	RNA:stomach tissue female embryo (40 weeks) and male embryo (36 weeks)	rna	encode	encode-rna	+
6162	ENCFF709SZT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6163	RNA:temporal lobe tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna	+
6164	ENCFF844XCX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6165	RNA:thyroid gland tissue female embryo (37 weeks) and female embryo (40 weeks)	rna	encode	encode-rna	+
6166	ENCFF175KXC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6167	RNA:tongue tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna	+
6168	ENCFF604YPC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6169	RNA:umbilical cord tissue male embryo (20 weeks) and male embryo (31 weeks)	rna	encode	encode-rna	+
6170	ENCFF592ZIP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6171	RNA:uterus tissue female embryo (24 weeks) and female embryo (28 weeks)	rna	encode	encode-rna	+
6172	ENCFF676EVQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6173	RNA:camera-type eye tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna	+
6174	ENCFF018EZY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6175	RNA:heart tissue male adult (34 years)	rna	encode	encode-rna	+
6176	ENCFF549SVZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6176	RNA:Jurkat, Clone E6-1	rna	encode	encode-rna	.
6177	ENCFF263CML	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6177	RNA:A549 treated with 0.1 nM dexamethasone for 1 hour	rna	encode	encode-rna	.
6178	ENCFF882JUS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6178	RNA:Ishikawa treated with 100 nM bisphenol A for 4 hours	rna	encode	encode-rna	.
6179	ENCFF188RIO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6179	RNA:Ishikawa treated with 0.02% dimethyl sulfoxide for 4 hours	rna	encode	encode-rna	.
6180	ENCFF165CZI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6180	RNA:Ishikawa treated with 10 nM estradiol for 4 hours	rna	encode	encode-rna	.
6181	ENCFF755HLM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6181	RNA:Ishikawa treated with 100 nM genistein for 4 hours	rna	encode	encode-rna	.
6182	ENCFF353TRR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6182	RNA:T47D treated with 100 nM bisphenol A for 4 hours	rna	encode	encode-rna	.
6183	ENCFF287DGM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6183	RNA:T47D treated with 0.02% dimethyl sulfoxide for 4 hours	rna	encode	encode-rna	.
6184	ENCFF660UBK	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6184	RNA:T47D treated with 10 nM estradiol for 4 hours	rna	encode	encode-rna	.
6185	ENCFF353MIF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6185	RNA:T47D treated with 100 nM genistein for 4 hours	rna	encode	encode-rna	.
6186	ENCFF808QXI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6186	RNA:A549 treated with 1 nM dexamethasone for 1 hour	rna	encode	encode-rna	.
6187	ENCFF181YIA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6187	RNA:A549 treated with 0.5 nM dexamethasone for 1 hour	rna	encode	encode-rna	.
6188	ENCFF409JEW	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6188	RNA:A549 treated with 5 nM dexamethasone for 1 hour	rna	encode	encode-rna	.
6189	ENCFF949LLY	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6189	RNA:BE2C	rna	encode	encode-rna	.
6190	ENCFF038WPL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6190	RNA:SK-N-SH	rna	encode	encode-rna	.
6191	ENCFF142KMX	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6191	RNA:Panc1	rna	encode	encode-rna	.
6192	ENCFF378HTE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6192	RNA:PFSK-1	rna	encode	encode-rna	.
6193	ENCFF450BGT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6193	RNA:U-87 MG	rna	encode	encode-rna	.
6194	ENCFF222BDI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6195	RNA:H1	rna	encode	encode-rna	+
6196	ENCFF516KYO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6197	RNA:K562 cytosolic fraction	rna	encode	encode-rna	+
6198	ENCFF575YME+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6199	RNA:A549	rna	encode	encode-rna	+
6200	ENCFF735EPI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6201	RNA:AG04450	rna	encode	encode-rna	+
6202	ENCFF829TKX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6203	RNA:BJ	rna	encode	encode-rna	+
6204	ENCFF914IXY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6205	RNA:GM12878	rna	encode	encode-rna	+
6206	ENCFF696CDU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6207	RNA:GM12878 cytosolic fraction	rna	encode	encode-rna	+
6208	ENCFF501KFP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6209	RNA:H1	rna	encode	encode-rna	+
6210	ENCFF729MSA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6211	RNA:H1 cytosolic fraction	rna	encode	encode-rna	+
6212	ENCFF587OLO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6213	RNA:H1 nuclear fraction	rna	encode	encode-rna	+
6214	ENCFF888MQS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6215	RNA:mammary epithelial cell female	rna	encode	encode-rna	+
6216	ENCFF049VPK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6217	RNA:skeletal muscle myoblast	rna	encode	encode-rna	+
6218	ENCFF005LKD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6219	RNA:endothelial cell of umbilical vein male newborn	rna	encode	encode-rna	+
6220	ENCFF032IMA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6221	RNA:endothelial cell of umbilical vein cytosolic fraction male newborn	rna	encode	encode-rna	+
6222	ENCFF804BGA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6223	RNA:endothelial cell of umbilical vein nuclear fraction male newborn	rna	encode	encode-rna	+
6224	ENCFF431NUC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6225	RNA:HepG2 nuclear fraction	rna	encode	encode-rna	+
6226	ENCFF065PJM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6227	RNA:HepG2	rna	encode	encode-rna	+
6228	ENCFF518DFP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6229	RNA:HepG2 cytosolic fraction	rna	encode	encode-rna	+
6230	ENCFF119ONM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6231	RNA:K562	rna	encode	encode-rna	+
6232	ENCFF217JSG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6233	RNA:keratinocyte nuclear fraction female	rna	encode	encode-rna	+
6234	ENCFF226FBQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6235	RNA:keratinocyte cytosolic fraction female	rna	encode	encode-rna	+
6236	ENCFF703WGS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6237	RNA:keratinocyte female	rna	encode	encode-rna	+
6238	ENCFF664JII+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6239	RNA:fibroblast of lung male adult (45 years)	rna	encode	encode-rna	+
6240	ENCFF217KTR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6241	RNA:SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	rna	encode	encode-rna	+
6242	ENCFF983FMY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6243	RNA:GM12878 nuclear fraction	rna	encode	encode-rna	+
6244	ENCFF425GMM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6245	RNA:HeLa-S3 cytosolic fraction	rna	encode	encode-rna	+
6246	ENCFF515VVS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6247	RNA:HeLa-S3 nuclear fraction	rna	encode	encode-rna	+
6248	ENCFF708PAF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6249	RNA:HeLa-S3	rna	encode	encode-rna	+
6250	ENCFF669RVI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6251	RNA:K562 nuclear fraction	rna	encode	encode-rna	+
6252	ENCFF795XIC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6253	RNA:MCF-7	rna	encode	encode-rna	+
6254	ENCFF124AUH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6255	RNA:K562 chromatin fraction	rna	encode	encode-rna	+
6256	ENCFF886LMB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6257	RNA:K562 nucleolus fraction	rna	encode	encode-rna	+
6258	ENCFF246QLC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6259	RNA:K562 nucleoplasmic fraction	rna	encode	encode-rna	+
6260	ENCFF087WJT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6261	RNA:IMR-90	rna	encode	encode-rna	+
6262	ENCFF717ESE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6263	RNA:A549 cytosolic fraction	rna	encode	encode-rna	+
6264	ENCFF771QOV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6265	RNA:A549 nuclear fraction	rna	encode	encode-rna	+
6266	ENCFF096YGQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6267	RNA:IMR-90 cytosolic fraction	rna	encode	encode-rna	+
6268	ENCFF229AJQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6269	RNA:MCF-7 nuclear fraction	rna	encode	encode-rna	+
6270	ENCFF236YOT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6271	RNA:IMR-90 nuclear fraction	rna	encode	encode-rna	+
6272	ENCFF705NPF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6273	RNA:IMR-90	rna	encode	encode-rna	+
6274	ENCFF031HEW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6275	RNA:SK-N-SH cytosolic fraction	rna	encode	encode-rna	+
6276	ENCFF256CAM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6277	RNA:SK-N-SH nuclear fraction	rna	encode	encode-rna	+
6278	ENCFF601EJS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6279	RNA:SK-N-SH	rna	encode	encode-rna	+
6280	ENCFF297JKU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6281	RNA:MCF-7 cytosolic fraction	rna	encode	encode-rna	+
6282	ENCFF252DFZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6283	RNA:B cell female adult (27 years) and female adult (43 years)	rna	encode	encode-rna	+
6284	ENCFF779FMR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6285	RNA:placental pericyte female newborn and male newborn	rna	encode	encode-rna	+
6286	ENCFF653TAB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6287	RNA:mesenchymal stem cell of adipose female adult (37 years) and female adult (42 years)	rna	encode	encode-rna	+
6288	ENCFF841GMC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6289	RNA:hematopoietic multipotent progenitor cell	rna	encode	encode-rna	+
6290	ENCFF798NEI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6291	RNA:hair follicle dermal papilla cell female adult (47 years) and female adult (70 years)	rna	encode	encode-rna	+
6292	ENCFF023YXV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6293	RNA:CD14-positive monocyte female	rna	encode	encode-rna	+
6294	ENCFF359MTP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6295	RNA:mesenchymal stem cell of the bone marrow female adult (60 years) and male adult (57 years)	rna	encode	encode-rna	+
6296	ENCFF314QIG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6297	RNA:articular chondrocyte of knee joint female adult (56 years) and male adult (64 years)	rna	encode	encode-rna	+
6298	ENCFF953CRN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6299	RNA:osteoblast female adult (56 years) and male adult (62 years)	rna	encode	encode-rna	+
6300	ENCFF143TXA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6301	RNA:vein endothelial cell male adult (48 years) and male adult (52 years)	rna	encode	encode-rna	+
6302	ENCFF343FWG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6303	RNA:fibroblast of dermis female adult (44 years) and female adult (55 years)	rna	encode	encode-rna	+
6304	ENCFF804YRV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6305	RNA:skeletal muscle satellite cell female adult (64 years) and male adult (21 years)	rna	encode	encode-rna	+
6306	ENCFF256ZZS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6307	RNA:fibroblast of the aortic adventitia female adult (24 years) and male adult (47 years)	rna	encode	encode-rna	+
6308	ENCFF805HMR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6309	RNA:thoracic aorta endothelial cell female adult (22 years) and male adult (55 years)	rna	encode	encode-rna	+
6310	ENCFF649CUP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6311	RNA:fibroblast of villous mesenchyme female newborn and male newborn	rna	encode	encode-rna	+
6312	ENCFF233TOO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6313	RNA:subcutaneous preadipocyte female adult (62 years) and male adult (65 years)	rna	encode	encode-rna	+
6314	ENCFF096YBH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6315	RNA:mammary epithelial cell female adult (23 years)	rna	encode	encode-rna	+
6316	ENCFF492ICA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6317	RNA:mesenchymal stem cell of Wharton's jelly female newborn and male newborn	rna	encode	encode-rna	+
6318	ENCFF591NKN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6319	RNA:placental epithelial cell female newborn and male newborn	rna	encode	encode-rna	+
6320	ENCFF723WDG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6321	RNA:melanocyte of skin male child (1 year) and male child (3 years)	rna	encode	encode-rna	+
6322	ENCFF230ZSG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6323	RNA:melanocyte of skin female adult (52 years) and male adult (55 years)	rna	encode	encode-rna	+
6324	ENCFF151XTV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6325	RNA:mononuclear cell female adult (52 years)	rna	encode	encode-rna	+
6326	ENCFF853JVS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6327	RNA:GM12878 nucleolus fraction	rna	encode	encode-rna	+
6328	ENCFF982YRZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6328	RNA:K562 treated with Interferon gamma for 6 hours	rna	encode	encode-rna	.
6329	ENCFF594PZM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6329	RNA:K562 treated with Interferon gamma for 30 minutes	rna	encode	encode-rna	.
6330	ENCFF722OTS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6330	RNA:K562 treated with interferon alpha for 6 hours	rna	encode	encode-rna	.
6331	ENCFF311UQI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6331	RNA:K562 treated with interferon alpha for 30 minutes	rna	encode	encode-rna	.
6332	ENCFF987SCM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6332	RNA:GM12891	rna	encode	encode-rna	.
6333	ENCFF659BXA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6333	RNA:GM12892	rna	encode	encode-rna	.
6334	ENCFF069PST	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6334	RNA:HCT116	rna	encode	encode-rna	.
6335	ENCFF106FBY	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6335	RNA:skeletal muscle myoblast	rna	encode	encode-rna	.
6336	ENCFF543YFY	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6336	RNA:myocyte originated from LHCN-M2	rna	encode	encode-rna	.
6337	ENCFF905ISC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6337	RNA:LHCN-M2	rna	encode	encode-rna	.
6338	ENCFF808PHI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6338	RNA:MCF-7	rna	encode	encode-rna	.
6339	ENCFF036JNR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6339	RNA:fibroblast of lung	rna	encode	encode-rna	.
